expver,time,tp
1,2020-04-18 00:00:00,0.0001930818
1,2020-04-18 02:00:00,8.971244e-05
1,2020-04-19 07:00:00,0.0001452975
1,2020-04-19 17:00:00,0.00017650425
1,2020-04-19 18:00:00,0.0002272129
1,2020-04-19 19:00:00,0.0002418384
1,2020-04-19 20:00:00,0.00022428855
1,2020-04-21 09:00:00,0.00020965934
1,2020-04-24 07:00:00,0.00016675144
1,2020-05-01 09:00:00,0.00023013726
1,2020-05-01 10:00:00,0.000521712
1,2020-05-01 11:00:00,0.0004544258
1,2020-05-01 12:00:00,0.000260368
1,2020-05-03 10:00:00,0.00015212595
1,2020-05-03 11:00:00,0.00023501366
1,2020-05-03 12:00:00,0.001450073
1,2020-05-03 13:00:00,0.00045052543
1,2020-05-03 16:00:00,0.00028279796
1,2020-05-03 17:00:00,0.00031010062
1,2020-05-04 05:00:00,0.00019600615
1,2020-05-04 09:00:00,0.0004339479
1,2020-05-04 10:00:00,0.0013467055
1,2020-05-04 14:00:00,0.000283774
1,2020-05-04 19:00:00,0.00018625706
1,2020-05-05 04:00:00,0.00024769083
1,2020-05-05 06:00:00,0.00045930222
1,2020-05-05 22:00:00,0.0002759695
1,2020-05-05 23:00:00,0.00051878765
1,2020-05-06 00:00:00,0.0005304888
1,2020-05-06 01:00:00,0.00036958605
1,2020-05-06 08:00:00,0.00013262033
1,2020-05-09 11:00:00,0.00026329234
1,2020-05-10 06:00:00,0.00019698218
1,2020-05-10 07:00:00,0.00030620024
1,2020-05-10 08:00:00,0.00019015744
1,2020-05-10 23:00:00,0.00016382709
1,2020-05-11 00:00:00,0.00025939196
1,2020-05-11 01:00:00,0.00019893423
1,2020-05-11 04:00:00,0.0002808459
1,2020-05-11 05:00:00,0.00035496056
1,2020-05-11 06:00:00,0.00037543848
1,2020-05-11 07:00:00,0.0007118713
1,2020-05-11 08:00:00,0.0006270334
1,2020-05-11 09:00:00,0.0009975955
1,2020-05-11 11:00:00,0.00018332899
1,2020-05-13 05:00:00,0.00021453574
1,2020-05-13 06:00:00,0.00015797466
1,2020-05-14 06:00:00,0.00014334917
1,2020-05-15 03:00:00,0.00016577542
1,2020-05-15 08:00:00,0.00014139712
1,2020-05-15 09:00:00,0.0002038069
1,2020-05-15 10:00:00,0.00032765418
1,2020-05-15 11:00:00,0.00057534873
1,2020-05-15 12:00:00,0.00026426837
1,2020-05-15 13:00:00,0.00070407055
1,2020-05-15 14:00:00,0.00072162226
1,2020-05-16 04:00:00,0.00017845258
1,2020-05-18 07:00:00,0.00027986988
1,2020-05-18 14:00:00,0.00025061518
1,2020-05-18 15:00:00,0.0002701208
1,2020-05-18 16:00:00,0.00036568567
1,2020-05-18 17:00:00,0.00048953295
1,2020-05-18 18:00:00,0.00024379045
1,2020-05-18 19:00:00,7.9963356e-05
1,2020-05-19 03:00:00,0.00021551177
1,2020-05-19 04:00:00,0.00023403764
1,2020-05-20 05:00:00,0.00020575896
1,2020-05-20 06:00:00,0.00032472983
